400,0.6238
800,0.8282
1200,0.8416
1600,0.8599
2000,0.8622
2400,0.8657
2800,0.8890
3200,0.8870
3600,0.8931
4000,0.8906
4400,0.8930
4800,0.8939
5200,0.8954
5600,0.8966
6000,0.9001
6400,0.9006
6800,0.9029
7200,0.9053
7600,0.9056
7950,0.9001
8150,0.9007
8350,0.9007
8550,0.9015
8750,0.9019
8950,0.9023
9150,0.9028
9350,0.9029
9550,0.9030
9750,0.9031
9950,0.9031
10150,0.9034
10350,0.9037
10550,0.9038
10750,0.9041
10950,0.9046
11150,0.9049
11350,0.9050
11550,0.9052
11750,0.9055
11950,0.9057
12150,0.9059
12350,0.9062
12550,0.9061
12750,0.9062
12950,0.9062
13150,0.9063
13350,0.9064
13550,0.9065
13750,0.9066
13950,0.9067
14150,0.9070
14350,0.9071
14550,0.9071
14750,0.9072
14950,0.9072
15150,0.9073
15350,0.9073
15550,0.9074
15750,0.9074
15950,0.9075
16150,0.9075
16350,0.9075
16550,0.9076
16750,0.9076
16950,0.9077
17150,0.9077
17350,0.9078
17550,0.9079
17750,0.9079
17950,0.9079
18150,0.9080
18350,0.9081
18550,0.9083
18750,0.9083
18950,0.9084
19150,0.9084
19350,0.9085
19550,0.9085
19750,0.9085
19950,0.9086
20150,0.9086
20350,0.9088
20550,0.9089
20750,0.9089
20950,0.9090
21150,0.9090
21350,0.9090
21550,0.9090
21750,0.9090
21950,0.9090
22150,0.9090
22350,0.9090
22550,0.9091
22750,0.9091
22950,0.9091
23150,0.9091
23350,0.9091
23550,0.9091
23750,0.9092
23950,0.9092
24150,0.9092
24350,0.9092
24550,0.9093
24750,0.9093
24950,0.9093
25150,0.9093
25350,0.9093
25550,0.9093
25750,0.9093
25950,0.9094
26150,0.9094
26350,0.9095
26550,0.9095
26750,0.9095
26950,0.9095
27150,0.9095
27350,0.9095
27550,0.9095
27750,0.9095
27950,0.9095
28150,0.9095
28350,0.9095
28550,0.9095
28750,0.9095
28950,0.9095
29150,0.9095
29350,0.9095
29550,0.9095
29750,0.9095
29950,0.9096
30150,0.9096
30350,0.9095
30550,0.9096
30750,0.9096
30950,0.9096
31150,0.9096
31350,0.9096
31550,0.9096
31750,0.9096
31950,0.9096
32150,0.9096
32350,0.9096
32550,0.9096
32750,0.9096
32950,0.9097
33150,0.9096
33350,0.9097
33550,0.9097
33750,0.9097
33950,0.9097
34150,0.9097
34350,0.9097
34550,0.9097
34750,0.9097
34950,0.9097
35150,0.9097
35350,0.9097
35550,0.9097
35750,0.9097
35950,0.9097
36150,0.9097
36350,0.9097
36550,0.9097
36750,0.9097
36950,0.9098
37150,0.9098
37350,0.9098
37550,0.9098
37750,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
37924,0.9098
